Producto,Categoria del Producto,Precio,Costo de Envio,Fecha de Compra,Vendedor,Lugar de Compra,Calificacion,Metodo de Pago,Cantidad de Cuotas,Latitud,Longitud
Mesa de noche,Muebles,251500,11600,1/10/2022,Beatriz Morales,Bucaramanga,4,Tarjeta de credito,3,7.12539,-73.1198
Lavadora de ropa,Electrodomesicos,1502400,80700,19/09/2022,Felipe Santos,Cartagena,1,Tarjeta de credito,8,10.39972,-75.51444
Set de ollas,Articulos para el hogar,128100,7000,29/08/2022,Izabela de Leon,Pereira,5,Tarjeta de credito,4,4.81333,-75.69611
Dinosaurio Rex,Juguetes,16700,0,21/01/2020,Juliana Costa,Medellin,4,Tarjeta de credito,1,6.25184,-75.56359
Modelado predictivo,Libros,76600,4700,24/06/2022,Beatriz Morales,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Olla de presion,Articulos para el hogar,65600,3700,21/08/2020,Izabela de Leon,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
Mesa de comedor,Muebles,297100,18200,5/11/2021,Lucas Olivera,Riohacha,5,Tarjeta de credito,3,11.54444,-72.90722
Dashboards con Power BI,Libros,33900,2200,19/05/2021,Pedro Gomez,Barranquilla,5,Tarjeta de credito,1,10.96854,-74.78132
Kit de bancas,Muebles,336000,16100,22/02/2023,Lucas Olivera,Cartagena,4,Tarjeta de credito,1,10.39972,-75.51444
Cuerda para saltar,Deportes y diversion,17100,1100,21/08/2020,Beatriz Morales,Bogota,4,Tarjeta de credito,10,4.60971,-74.08175
Iniciando en programacion,Libros,65000,3900,26/08/2022,Camila Rivera,Bogota,1,Tarjeta de credito,5,4.60971,-74.08175
Set de ollas,Articulos para el hogar,118300,6700,10/4/2021,Rafael Acosta,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,61300,3700,24/11/2020,Felipe Santos,Medellin,5,Nequi,1,6.25184,-75.56359
Estufa,Electrodomesicos,521700,26000,7/9/2022,Juan Fernandez,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Carrito de control remoto,Juguetes,67400,4000,30/08/2022,Juan Fernandez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Carrito de control remoto,Juguetes,80800,5400,27/08/2022,Mariana Herrera,Pereira,5,Tarjeta de credito,2,4.81333,-75.69611
Estufa,Electrodomesicos,449100,24300,19/11/2022,Pedro Gomez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Bicicleta,Deportes y diversion,316900,15100,25/11/2021,Felipe Santos,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Set de vasos,Articulos para el hogar,36500,0,28/11/2022,Blanca Ramirez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Olla de presion,Articulos para el hogar,84000,2700,15/01/2021,Pedro Gomez,Bogota,5,Cupon,1,4.60971,-74.08175
Auriculares,Electronicos,130600,11600,6/2/2021,Juan Fernandez,Medellin,3,Tarjeta de credito,3,6.25184,-75.56359
Iniciando en programacion,Libros,61200,1400,20/03/2022,Mariana Herrera,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Lavavajillas,Electrodomesicos,1330200,69000,2/4/2022,Angel Rodriguez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Smart TV,Electronicos,1550800,82800,29/04/2022,Felipe Santos,Cocuta,5,Tarjeta de credito,2,7.89391,-72.50782
Pandereta,Instrumentos musicales,65500,1700,20/01/2020,Rafael Acosta,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Mochila,Deportes y diversion,111000,6300,24/12/2022,Izabela de Leon,Bogota,3,Tarjeta de credito,5,4.60971,-74.08175
Carrito de control remoto,Juguetes,87200,5000,29/07/2021,Angel Rodriguez,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Tablet ABXY,Electronicos,1092700,58700,2/6/2021,Camila Rivera,Medellin,1,Tarjeta de credito,9,6.25184,-75.56359
Mesa de centro,Muebles,196600,16300,25/02/2020,Beatriz Morales,Barranquilla,1,Tarjeta de credito,8,10.96854,-74.78132
Smart TV,Electronicos,1758100,93800,21/03/2021,Santiago Silva,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Mochila,Deportes y diversion,90400,9600,22/09/2021,Izabela de Leon,Bogota,1,Tarjeta de credito,4,4.60971,-74.08175
Mesa de comedor,Muebles,260300,14300,26/12/2020,Maria Alfonso,Pereira,5,Tarjeta de credito,1,4.81333,-75.69611
Estufa,Electrodomesicos,1024300,54800,3/1/2020,Juliana Costa,Bogota,4,Nequi,1,4.60971,-74.08175
Cama box,Muebles,669800,36200,16/12/2021,Blanca Ramirez,Cocuta,2,Tarjeta de credito,1,7.89391,-72.50782
Ajedrez de madera,Juguetes,23000,1400,16/06/2022,Beatriz Morales,Barranquilla,5,Tarjeta de credito,5,10.96854,-74.78132
Auriculares,Electronicos,54400,1100,5/12/2022,Juan Fernandez,Bogota,4,Tarjeta de credito,6,4.60971,-74.08175
Carrito de control remoto,Juguetes,86300,2800,15/05/2020,Maria Alfonso,Bogota,4,Nequi,1,4.60971,-74.08175
Cama box,Muebles,511500,27900,26/07/2022,Lucas Olivera,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Iphone 15,Electronicos,1759200,94100,11/4/2020,Lucas Olivera,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2873900,151200,15/07/2022,Juan Fernandez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Silla de oficina,Muebles,450200,22200,22/08/2022,Mariana Herrera,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Auriculares,Electronicos,115800,6400,15/03/2022,Camila Rivera,Bogota,5,Cupon,1,4.60971,-74.08175
Smart TV,Electronicos,1165500,60300,7/9/2020,Camila Rivera,Medellin,5,Tarjeta de credito,12,6.25184,-75.56359
Armario,Muebles,479500,25700,2/2/2020,Maria Alfonso,Cartagena,1,Nequi,1,10.39972,-75.51444
Cama king,Muebles,907900,53000,7/10/2022,Angel Rodriguez,Cali,1,Tarjeta de credito,3,3.43722,-76.5225
Smartwatch,Electronicos,180600,7800,15/03/2020,Rafael Acosta,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Pandereta,Instrumentos musicales,39900,2300,4/2/2020,Mariana Herrera,Pereira,5,Nequi,1,4.81333,-75.69611
Ciencia de datos con Python,Libros,47600,4900,6/1/2021,Juliana Costa,Bogota,4,Nequi,1,4.60971,-74.08175
Mesa de centro,Muebles,162400,9300,2/10/2022,Felipe Santos,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Ajedrez de madera,Juguetes,35500,0,8/2/2022,Rafael Acosta,Cocuta,5,Tarjeta de credito,4,7.89391,-72.50782
Refrigerador,Electrodomesicos,2378400,126900,6/11/2021,Blanca Ramirez,Pereira,5,Cupon,1,4.81333,-75.69611
Balon de baloncesto,Deportes y diversion,36100,2100,20/04/2022,Blanca Ramirez,Cali,5,Nequi,1,3.43722,-76.5225
Mesa de comedor,Muebles,172800,7400,10/6/2020,Blanca Ramirez,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Smartwatch,Electronicos,218000,12000,27/12/2021,Izabela de Leon,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Ajedrez de madera,Juguetes,24500,0,1/12/2022,Santiago Silva,Medellin,5,Tarjeta de credito,5,6.25184,-75.56359
Cuerda para saltar,Deportes y diversion,7900,0,28/02/2023,Rafael Acosta,Bogota,2,Tarjeta de credito,3,4.60971,-74.08175
Estufa,Electrodomesicos,484500,26000,28/11/2021,Juliana Costa,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Lavadora de ropa,Electrodomesicos,1407800,75500,12/5/2022,Camila Rivera,Cartagena,5,Tarjeta de credito,8,10.39972,-75.51444
Cuberteria,Articulos para el hogar,49400,2800,5/3/2022,Beatriz Morales,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Auriculares con microfono,Electronicos,210100,9400,26/06/2021,Maria Alfonso,Cali,4,Tarjeta de credito,2,3.43722,-76.5225
Cuerda para saltar,Deportes y diversion,17100,1100,30/08/2021,Camila Rivera,Bogota,5,Nequi,1,4.60971,-74.08175
Dashboards con Power BI,Libros,44200,0,20/07/2021,Angel Rodriguez,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Bicicleta,Deportes y diversion,237200,12800,10/5/2020,Izabela de Leon,Bogota,5,Nequi,1,4.60971,-74.08175
Cama king,Muebles,553000,27600,24/03/2022,Blanca Ramirez,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Mesa de comedor,Muebles,353000,19200,17/01/2020,Angel Rodriguez,Medellin,4,Nequi,1,6.25184,-75.56359
Mesa de comedor,Muebles,343200,18700,11/2/2020,Beatriz Morales,Cali,5,Tarjeta de credito,9,3.43722,-76.5225
Mesa de comedor,Muebles,181300,7800,16/01/2023,Lucas Olivera,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Mesa de centro,Muebles,119500,6800,14/03/2020,Juan Fernandez,Cali,5,Tarjeta de credito,10,3.43722,-76.5225
Ajedrez de madera,Juguetes,27200,2100,5/8/2021,Pedro Gomez,Bogota,1,Tarjeta de credito,6,4.60971,-74.08175
Juego de mesa,Juguetes,127500,5000,16/05/2021,Izabela de Leon,Bogota,5,Nequi,1,4.60971,-74.08175
Balon de voleibol,Deportes y diversion,59700,3800,6/11/2021,Santiago Silva,Cocuta,1,Tarjeta de debito,1,7.89391,-72.50782
Estufa,Electrodomesicos,921000,47200,21/06/2022,Camila Rivera,Medellin,5,Cupon,1,6.25184,-75.56359
Bateria,Instrumentos musicales,1078500,55600,4/6/2021,Angel Rodriguez,Pasto,5,Tarjeta de credito,8,1.21361,-77.28111
Auriculares,Electronicos,89900,5200,17/01/2020,Angel Rodriguez,Bogota,1,Tarjeta de debito,1,4.60971,-74.08175
Guitarra electrica,Instrumentos musicales,652700,32900,10/10/2021,Izabela de Leon,Pereira,5,Tarjeta de credito,1,4.81333,-75.69611
Juego de mesa,Juguetes,237700,10800,10/4/2021,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Lavadora de ropa,Electrodomesicos,1234700,66100,20/12/2020,Beatriz Morales,Cocuta,5,Tarjeta de credito,12,7.89391,-72.50782
Auriculares,Electronicos,100000,5500,6/2/2021,Juan Fernandez,Cali,5,Tarjeta de credito,10,3.43722,-76.5225
Guitarra acustica,Instrumentos musicales,229100,10400,7/9/2020,Angel Rodriguez,Bogota,3,Tarjeta de credito,10,4.60971,-74.08175
Mesa de centro,Muebles,145100,7900,11/2/2022,Beatriz Morales,Bogota,5,Nequi,1,4.60971,-74.08175
Ciencia de datos con Python,Libros,45800,4800,10/12/2022,Felipe Santos,Riohacha,1,Nequi,1,11.54444,-72.90722
Sofa reclinable,Muebles,633600,38500,11/7/2022,Rafael Acosta,Bogota,5,Nequi,1,4.60971,-74.08175
Muneca bebe,Juguetes,57200,3300,4/1/2023,Angel Rodriguez,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Impresora,Electronicos,263300,18800,19/05/2020,Lucas Olivera,Pereira,5,Tarjeta de credito,10,4.81333,-75.69611
Estufa,Electrodomesicos,515500,27800,4/12/2022,Camila Rivera,Bogota,5,Cupon,1,4.60971,-74.08175
Set de ollas,Articulos para el hogar,208500,15800,22/06/2022,Lucas Olivera,Villavicencio,3,Cupon,1,4.142,-73.62664
Iniciando en programacion,Libros,66100,1700,2/5/2021,Rafael Acosta,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Carrito de control remoto,Juguetes,84000,6800,22/11/2022,Izabela de Leon,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Mesa de noche,Muebles,315900,17300,9/1/2023,Juan Fernandez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Set de ollas,Articulos para el hogar,102800,7800,25/02/2023,Juliana Costa,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Sillon,Muebles,213000,11600,29/07/2022,Juan Fernandez,Medellin,5,Nequi,1,6.25184,-75.56359
Ciencia de datos con Python,Libros,43100,0,10/12/2022,Mariana Herrera,Medellin,1,Tarjeta de credito,10,6.25184,-75.56359
Mesa de noche,Muebles,271000,12600,27/05/2022,Maria Alfonso,Bogota,1,Tarjeta de credito,3,4.60971,-74.08175
Mesa de noche,Muebles,284200,13300,10/8/2022,Camila Rivera,Cocuta,5,Nequi,1,7.89391,-72.50782
Smartwatch,Electronicos,207800,9300,19/07/2022,Pedro Gomez,Bogota,4,Tarjeta de credito,2,4.60971,-74.08175
Lavadora de ropa,Electrodomesicos,1296000,71400,9/4/2021,Juan Fernandez,Medellin,5,Tarjeta de credito,6,6.25184,-75.56359
Dashboards con Power BI,Libros,30600,0,1/4/2021,Mariana Herrera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Bicicleta,Deportes y diversion,497300,24700,27/02/2023,Mariana Herrera,Barranquilla,5,Tarjeta de credito,1,10.96854,-74.78132
Cuberteria,Articulos para el hogar,51300,900,24/03/2021,Beatriz Morales,Cali,5,Tarjeta de credito,6,3.43722,-76.5225
Cama king,Muebles,940900,52500,2/6/2021,Angel Rodriguez,Bogota,5,Cupon,1,4.60971,-74.08175
Mesa de noche,Muebles,240800,11000,9/12/2021,Juan Fernandez,Santa Marta,4,Tarjeta de credito,3,11.24079,-74.19904
Set de ollas,Articulos para el hogar,178300,9700,17/07/2022,Juliana Costa,Medellin,4,Tarjeta de credito,3,6.25184,-75.56359
TV LED UHD 4K,Electronicos,1754600,91600,4/4/2020,Felipe Santos,Cocuta,5,Cupon,1,7.89391,-72.50782
Mochila,Deportes y diversion,104800,3800,28/01/2023,Maria Alfonso,Medellin,5,Nequi,1,6.25184,-75.56359
Sillon,Muebles,280900,15400,20/01/2022,Lucas Olivera,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Asistente virtual,Electronicos,194700,10900,6/4/2022,Santiago Silva,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Smartwatch,Electronicos,195200,11600,25/07/2020,Camila Rivera,Bogota,1,Nequi,1,4.60971,-74.08175
Iphone 15,Electronicos,2495700,131100,2/11/2022,Rafael Acosta,Bogota,4,Tarjeta de credito,3,4.60971,-74.08175
Sillon,Muebles,249000,19300,22/03/2023,Beatriz Morales,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Dinosaurio Rex,Juguetes,19500,3400,28/03/2020,Izabela de Leon,Bogota,5,Nequi,1,4.60971,-74.08175
Mesa de comedor,Muebles,368000,17800,2/12/2020,Maria Alfonso,Bogota,5,Nequi,1,4.60971,-74.08175
Juego de mesa,Juguetes,245000,13400,20/11/2022,Felipe Santos,Bucaramanga,5,Tarjeta de credito,6,7.12539,-73.1198
Cama king,Muebles,606200,32700,12/7/2021,Juan Fernandez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Sillon,Muebles,288000,15700,27/03/2021,Camila Rivera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Dashboards con Power BI,Libros,33300,2000,20/01/2022,Angel Rodriguez,Bogota,4,Nequi,1,4.60971,-74.08175
Vaso termico,Deportes y diversion,62200,1500,24/03/2023,Juan Fernandez,Medellin,5,Nequi,1,6.25184,-75.56359
Auriculares con microfono,Electronicos,238400,10900,24/12/2022,Mariana Herrera,Medellin,1,Nequi,1,6.25184,-75.56359
Bicicleta,Deportes y diversion,476200,25600,31/03/2022,Juan Fernandez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Bateria,Instrumentos musicales,939500,58800,24/07/2020,Felipe Santos,Medellin,3,Tarjeta de credito,3,6.25184,-75.56359
Iniciando en programacion,Libros,57500,3300,21/04/2020,Maria Alfonso,Medellin,5,Tarjeta de credito,5,6.25184,-75.56359
Sofa reclinable,Muebles,621800,31300,21/01/2022,Juliana Costa,Medellin,5,Cupon,1,6.25184,-75.56359
Asistente virtual,Electronicos,262600,12200,17/02/2021,Lucas Olivera,Cali,1,Tarjeta de credito,8,3.43722,-76.5225
Secadora de ropa,Electrodomesicos,886700,52000,10/4/2020,Pedro Gomez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Carrito de control remoto,Juguetes,86000,2800,19/12/2020,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Set de ollas,Articulos para el hogar,190300,8300,15/05/2021,Maria Alfonso,Santa Marta,1,Tarjeta de credito,1,11.24079,-74.19904
Bicicleta,Deportes y diversion,488400,24200,30/08/2020,Mariana Herrera,Bogota,5,Nequi,1,4.60971,-74.08175
Armario,Muebles,502200,27100,5/9/2020,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Asistente virtual,Electronicos,179700,7800,12/2/2021,Maria Alfonso,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Celular ABXY,Electronicos,1257800,67200,11/11/2021,Lucas Olivera,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
TV LED UHD 4K,Electronicos,1922800,102600,15/12/2020,Maria Alfonso,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Pandereta,Instrumentos musicales,68000,3800,14/03/2020,Juan Fernandez,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Microondas,Electrodomesicos,416100,22400,30/01/2021,Izabela de Leon,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Bateria,Instrumentos musicales,408800,20000,8/11/2022,Juliana Costa,Santa Marta,2,Nequi,1,11.24079,-74.19904
Set de ollas,Articulos para el hogar,206800,9200,8/7/2022,Juliana Costa,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
Cama box,Muebles,626200,33700,1/3/2023,Mariana Herrera,Bogota,1,Tarjeta de credito,3,4.60971,-74.08175
Asistente virtual,Electronicos,294900,13900,27/03/2023,Lucas Olivera,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Celular ABXY,Electronicos,970700,51900,21/07/2020,Blanca Ramirez,Cali,5,Tarjeta de credito,2,3.43722,-76.5225
Impresora,Electronicos,240800,11000,30/10/2021,Juan Fernandez,Bogota,1,Nequi,1,4.60971,-74.08175
Asistente virtual,Electronicos,171300,9500,27/02/2021,Pedro Gomez,Pereira,5,Nequi,1,4.81333,-75.69611
Impresora,Electronicos,241500,11000,1/1/2021,Juan Fernandez,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Carrito de control remoto,Juguetes,58900,3300,16/08/2021,Juliana Costa,Bogota,4,Tarjeta de credito,7,4.60971,-74.08175
Cuberteria,Articulos para el hogar,33800,0,8/12/2020,Beatriz Morales,Cartagena,5,Tarjeta de credito,1,10.39972,-75.51444
Vaso termico,Deportes y diversion,27100,0,29/03/2022,Santiago Silva,Bogota,5,Nequi,1,4.60971,-74.08175
Dinosaurio Rex,Juguetes,13900,0,17/03/2023,Juliana Costa,Cali,4,Tarjeta de credito,2,3.43722,-76.5225
Impresora,Electronicos,227300,10300,5/8/2022,Mariana Herrera,Leticia,3,Tarjeta de credito,10,-4.21528,-69.94056
Balon de voleibol,Deportes y diversion,52700,1000,4/2/2021,Santiago Silva,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Kit de bancas,Muebles,229000,12900,29/10/2020,Angel Rodriguez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Asistente virtual,Electronicos,180000,10000,22/06/2020,Santiago Silva,Bogota,1,Tarjeta de credito,4,4.60971,-74.08175
Modelado predictivo,Libros,79400,4600,14/12/2021,Felipe Santos,Barranquilla,1,Tarjeta de debito,1,10.96854,-74.78132
Dashboards con Power BI,Libros,34400,0,6/3/2023,Pedro Gomez,Medellin,2,Tarjeta de credito,7,6.25184,-75.56359
Sofa reclinable,Muebles,673600,34100,9/2/2023,Juan Fernandez,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Armario,Muebles,488200,26400,6/10/2020,Rafael Acosta,Bucaramanga,4,Tarjeta de credito,2,7.12539,-73.1198
Iphone 15,Electronicos,2486100,130600,13/05/2021,Rafael Acosta,Neiva,5,Tarjeta de credito,3,2.9273,-75.28189
Set de ollas,Articulos para el hogar,113200,6400,26/03/2023,Camila Rivera,Medellin,3,Tarjeta de credito,1,6.25184,-75.56359
Auriculares con microfono,Electronicos,157800,6600,10/3/2023,Juliana Costa,Cali,4,Tarjeta de credito,10,3.43722,-76.5225
Cama box,Muebles,450900,22200,5/1/2021,Angel Rodriguez,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Estufa,Electrodomesicos,942100,56000,19/08/2020,Maria Alfonso,Leticia,5,Tarjeta de credito,4,-4.21528,-69.94056
Dashboards con Power BI,Libros,29400,0,28/01/2020,Lucas Olivera,Pereira,5,Tarjeta de credito,6,4.81333,-75.69611
Olla de presion,Articulos para el hogar,75100,4200,8/4/2020,Maria Alfonso,Armenia,5,Tarjeta de credito,4,4.53389,-75.68111
Modelado predictivo,Libros,52100,3000,22/06/2021,Izabela de Leon,Cartagena,3,Tarjeta de credito,1,10.39972,-75.51444
Set de vasos,Articulos para el hogar,22900,1400,13/02/2021,Santiago Silva,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Bicicleta,Deportes y diversion,549700,27500,8/4/2022,Juliana Costa,Cali,4,Tarjeta de credito,4,3.43722,-76.5225
Armario,Muebles,483100,25900,24/11/2020,Pedro Gomez,Medellin,5,Nequi,1,6.25184,-75.56359
Modelado predictivo,Libros,71400,9900,23/10/2020,Juan Fernandez,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Impresora,Electronicos,233500,12600,28/04/2022,Camila Rivera,Pereira,5,Nequi,1,4.81333,-75.69611
Smartwatch,Electronicos,123200,7200,11/1/2021,Blanca Ramirez,Cocuta,1,Tarjeta de credito,1,7.89391,-72.50782
Guitarra electrica,Instrumentos musicales,872600,47100,21/02/2021,Beatriz Morales,Barranquilla,3,Tarjeta de credito,4,10.96854,-74.78132
Muneca bebe,Juguetes,54700,5300,26/06/2022,Maria Alfonso,Cali,3,Tarjeta de credito,6,3.43722,-76.5225
Impresora,Electronicos,226700,12300,9/11/2022,Beatriz Morales,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Bateria,Instrumentos musicales,514900,25600,6/11/2022,Beatriz Morales,Bogota,4,Tarjeta de credito,2,4.60971,-74.08175
Cama king,Muebles,880800,47100,21/04/2020,Izabela de Leon,Bogota,4,Tarjeta de credito,4,4.60971,-74.08175
Balon de voleibol,Deportes y diversion,43200,3500,17/12/2022,Beatriz Morales,Pereira,1,Tarjeta de credito,2,4.81333,-75.69611
Iniciando en programacion,Libros,41200,2600,28/06/2022,Juliana Costa,Bogota,5,Nequi,1,4.60971,-74.08175
Kit de bancas,Muebles,267200,12400,19/07/2020,Maria Alfonso,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Impresora,Electronicos,226300,14400,25/01/2022,Lucas Olivera,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Microondas,Electrodomesicos,694100,35100,10/6/2020,Izabela de Leon,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
Celular ABXY,Electronicos,682800,34500,17/12/2020,Juan Fernandez,Pasto,1,Cupon,1,1.21361,-77.28111
Cubo magico 8x8,Juguetes,16300,0,5/9/2020,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Celular ABXY,Electronicos,813200,43700,14/02/2020,Santiago Silva,Medellin,5,Tarjeta de credito,4,6.25184,-75.56359
Armario,Muebles,467700,23100,25/03/2020,Juliana Costa,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Mochila,Deportes y diversion,106900,6100,16/06/2022,Felipe Santos,Bucaramanga,5,Tarjeta de credito,4,7.12539,-73.1198
Impresora,Electronicos,279600,13100,10/11/2020,Angel Rodriguez,Barranquilla,5,Tarjeta de credito,4,10.96854,-74.78132
Microondas,Electrodomesicos,782000,44000,3/4/2022,Blanca Ramirez,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Impresora,Electronicos,306000,16700,19/01/2022,Angel Rodriguez,Medellin,5,Tarjeta de credito,4,6.25184,-75.56359
Muneca bebe,Juguetes,59600,7900,27/01/2023,Camila Rivera,Bogota,2,Tarjeta de credito,1,4.60971,-74.08175
Cama box,Muebles,734700,39500,9/7/2020,Beatriz Morales,Neiva,1,Tarjeta de credito,10,2.9273,-75.28189
Lavadora de ropa,Electrodomesicos,1466600,76300,24/09/2021,Santiago Silva,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Mesa de comedor,Muebles,166500,9100,22/08/2020,Felipe Santos,Manizales,3,Nequi,1,5.06889,-75.51738
Dinosaurio Rex,Juguetes,19100,0,30/11/2020,Izabela de Leon,Cali,3,Tarjeta de credito,1,3.43722,-76.5225
Juego de mesa,Juguetes,250600,13600,3/1/2023,Camila Rivera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cuberteria,Articulos para el hogar,41400,0,3/9/2022,Mariana Herrera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Auriculares con microfono,Electronicos,144700,11100,27/06/2021,Felipe Santos,Cali,4,Cupon,1,3.43722,-76.5225
